,código de videojuegos,genres,title,specs,price,release_year,sentiment_analysis
0,10,0,459,6,9.99,2000,2
1,20,0,2166,6,4.99,1999,0
2,30,0,529,6,4.99,2003,2
3,40,0,563,6,4.99,2001,2
4,50,0,1017,10,4.99,1999,2
5,60,0,1778,6,4.99,2000,0
6,70,0,1008,10,9.99,1998,2
7,80,0,461,10,9.99,2004,1
8,130,0,1016,10,4.99,2001,2
9,220,0,1009,10,9.99,2004,2
10,240,0,463,6,19.99,2004,2
11,280,0,1018,10,9.99,2004,2
12,300,0,530,6,9.99,2010,2
13,320,0,1010,6,4.99,2004,2
14,340,0,1013,10,0.0,2005,0
15,360,0,1015,6,9.99,2006,2
16,380,0,1011,10,7.99,2006,2
17,400,0,1645,10,9.99,2007,2
18,420,0,1012,10,7.99,2007,1
19,500,0,1228,10,19.99,2008,2
20,550,0,1229,10,19.99,2009,2
21,620,0,1646,10,19.99,2011,2
22,730,0,462,6,14.99,2012,2
23,1200,0,1744,6,9.99,2006,1
24,1250,0,1187,10,19.99,2009,2
25,1280,0,522,6,0.0,2009,2
26,1510,7,2467,10,9.99,2006,2
27,1520,7,569,10,9.99,2006,2
28,1670,13,1152,10,4.99,2006,0
29,1900,13,701,10,4.99,2006,2
30,1930,10,2429,10,9.99,2009,2
31,2100,0,512,10,9.99,2006,0
32,2200,0,1699,10,14.99,1999,2
33,2270,0,2564,10,4.99,1994,2
34,2280,0,2439,10,4.99,1995,0
35,2300,0,643,10,4.99,1994,2
36,2310,0,1698,10,4.99,2007,0
37,2400,0,2284,10,9.99,2006,2
38,2420,0,2286,10,9.99,2006,2
39,2450,0,275,10,4.99,2010,1
40,2500,0,1906,10,6.99,2006,2
41,2570,7,2493,10,0.0,2007,0
42,2590,0,92,10,4.99,2007,2
43,2600,0,2473,10,19.99,2004,1
44,2610,0,998,10,19.99,2005,2
45,2620,0,331,10,19.99,2003,2
46,2630,0,332,10,19.99,2005,1
47,2640,0,329,10,19.99,2004,2
48,2700,11,1817,10,19.99,2006,2
49,2820,0,2601,10,15.99,2008,2
50,2870,0,2593,10,29.99,2013,2
51,2990,9,849,10,9.99,2006,0
52,3050,9,2606,10,4.99,2006,2
53,3260,1,1851,10,4.99,2006,2
54,3320,4,1133,10,4.99,2006,2
55,3390,4,813,10,4.99,2006,1
56,3480,4,1594,10,4.99,2007,2
57,3483,4,1595,10,0.0,2007,1
58,3590,13,1629,10,4.99,2009,2
59,3620,0,2639,10,4.99,2009,2
60,3700,0,1970,10,7.99,2005,2
61,3710,0,1173,10,7.99,2005,0
62,3730,0,86,10,4.99,2000,2
63,3800,0,53,10,9.99,2005,2
64,3830,0,1687,10,9.99,2005,2
65,3900,13,1936,10,19.99,2005,2
66,3910,13,1935,10,4.99,2001,2
67,3920,10,1939,10,9.99,2005,0
68,4000,7,919,10,9.99,2006,1
69,4500,0,1847,10,19.99,2007,0
70,4560,0,434,10,19.99,2006,2
71,4570,13,2528,10,12.99,2006,2
72,4580,13,2527,10,12.99,2006,2
73,4700,13,1358,10,19.99,2006,0
74,4720,0,437,10,14.95,2006,2
75,4760,13,1819,10,9.99,2004,2
76,4850,13,456,10,4.99,2002,2
77,4920,0,1458,6,9.99,2012,2
78,6000,0,2055,10,9.99,2005,2
79,6020,0,2050,10,9.99,2003,0
80,6030,0,2052,10,9.99,2003,1
81,6060,0,2043,10,9.99,2005,2
82,6120,0,1912,10,9.99,2010,0
83,6220,9,848,10,7.49,2005,2
84,6310,0,2256,10,9.99,2000,2
85,6370,0,272,10,0.0,2011,2
86,6420,7,1483,10,9.99,2004,2
87,6550,0,603,10,19.99,2006,2
88,6800,0,432,10,4.99,1998,2
89,6830,0,431,10,4.99,2002,2
90,6850,0,1064,10,6.99,2002,0
91,6860,0,1066,10,8.99,2006,2
92,6870,0,214,10,6.99,2007,0
93,6880,0,1176,10,6.99,2006,2
94,6900,0,1067,10,6.99,2000,1
95,6910,0,595,10,6.99,2000,1
96,6980,0,2323,10,8.99,2004,2
97,7000,0,2370,10,6.99,2006,2
98,7020,0,1813,10,9.99,2006,2
99,7200,9,2389,10,29.99,2008,2
100,7510,0,2594,10,9.99,2009,2
101,7520,10,2430,10,19.99,2011,0
102,7660,13,2595,10,4.99,1997,0
103,7670,0,240,10,19.99,2007,2
104,7730,13,2597,10,4.99,1998,2
105,7760,13,2598,10,4.99,1993,2
106,7770,13,2596,10,4.99,2001,0
107,7830,13,1371,10,4.99,2009,0
108,7840,9,561,10,2.99,2009,1
109,7860,0,1466,10,4.99,2009,1
110,7940,0,333,10,19.99,2007,2
111,8000,0,2369,10,8.99,2007,2
112,8080,0,1181,10,6.99,2007,2
113,8170,0,213,10,8.99,2009,0
114,8190,0,1177,10,14.99,2010,2
115,8310,1,282,10,9.99,2005,2
116,8340,1,2099,10,19.99,2008,2
117,8400,4,931,10,3.99,2007,1
118,8500,0,755,6,0.0,2003,0
119,8600,9,1709,10,3.99,2007,1
120,8800,13,403,10,9.99,2007,2
121,8850,0,239,10,19.99,2010,2
122,8870,0,238,10,29.99,2013,2
123,8930,13,1937,10,29.99,2010,2
124,8970,7,181,10,4.99,2010,0
125,8980,0,284,10,19.99,2009,2
126,9050,0,640,10,4.99,2004,2
127,9070,0,641,10,2.99,2005,2
128,9160,0,1343,10,14.99,1995,0
129,9180,0,429,10,4.99,1990,0
130,9200,0,1715,10,9.99,2011,2
131,9350,13,2130,10,14.99,2007,2
132,9420,13,2132,10,14.99,2011,2
133,9450,13,2529,10,12.99,2008,2
134,9480,0,1853,10,9.99,2009,2
135,9500,7,937,10,9.99,2004,2
136,9730,11,2433,10,9.99,2006,1
137,9880,6,373,6,0.0,2009,2
138,9900,6,2042,6,0.0,2010,2
139,9930,9,2181,10,19.99,2011,2
140,9940,0,255,10,2.99,2010,1
141,10090,0,330,10,19.99,2008,2
142,10130,0,2340,10,19.99,2007,2
143,10140,12,14,10,9.99,2006,0
144,10150,0,1686,10,19.99,2009,1
145,10180,0,339,10,19.99,2009,1
146,10220,0,1653,10,11.99,2011,2
147,10500,13,724,10,19.99,2009,2
148,10680,0,87,10,14.99,2010,2
149,11020,9,2388,10,0.0,2008,2
150,11130,1,1922,10,0.0,2008,2
151,11140,1,1921,10,9.99,2008,2
152,11230,4,988,10,2.99,2008,0
153,11240,0,2004,10,4.99,2008,2
154,11260,11,1571,10,7.99,2007,0
155,11280,0,1597,10,5.99,2008,1
156,11330,4,1509,10,4.99,2009,2
157,11340,0,1223,10,4.99,2009,2
158,11360,7,371,10,4.99,2008,2
159,11390,0,466,10,9.99,2009,0
160,11450,10,1567,10,4.99,2007,1
161,11590,11,1077,10,4.99,2007,2
162,11610,0,654,10,0.0,2012,2
163,12100,0,960,10,9.99,2002,1
164,12110,0,964,10,9.99,2003,0
165,12120,0,963,10,14.99,2005,1
166,12130,0,1329,10,9.99,2004,0
167,12140,0,1348,10,9.99,2001,0
168,12150,0,1349,10,9.99,2003,1
169,12160,9,1387,10,9.99,2003,2
170,12200,0,311,10,14.99,2008,2
171,12220,0,962,10,19.99,2010,2
172,12330,0,525,10,9.99,2006,2
173,12360,9,851,10,19.99,2008,2
174,12430,4,1960,10,4.99,2009,0
175,12480,13,29,10,9.99,2009,1
176,12500,4,1694,10,9.99,2007,2
177,12590,9,2031,10,9.99,2008,2
178,12810,10,1565,10,9.99,2009,0
179,12830,0,1539,10,9.99,2009,2
180,12900,7,168,10,9.99,2008,2
181,13210,0,2462,10,19.99,2007,2
182,13230,0,2461,10,14.99,2004,2
183,13250,0,2460,10,9.99,1998,2
184,13500,0,1667,10,9.99,2004,2
185,13520,0,800,10,9.99,2004,2
186,13540,0,2361,10,9.99,2006,1
187,13560,0,2364,10,9.99,2003,2
188,13570,0,2363,10,9.99,2005,1
189,13600,0,1668,10,9.99,2003,2
190,15000,0,2358,10,9.99,2006,2
191,15100,0,154,10,19.99,2008,2
192,15120,0,2362,10,9.99,2008,0
193,15130,0,228,10,9.99,2003,2
194,15170,13,1049,10,9.99,2006,2
195,15200,11,1945,10,9.99,2007,2
196,15300,0,2357,10,9.99,2001,2
197,15320,11,1115,10,9.99,2006,2
198,15390,0,308,10,9.99,2008,0
199,15520,0,40,10,9.99,2009,2
200,15620,13,2521,10,19.99,2009,0
201,15700,1,1513,10,2.99,1997,2
202,15710,1,1512,10,2.99,1998,2
203,15750,0,1515,10,9.99,2010,2
204,16450,0,772,10,14.99,2009,0
205,16600,7,2405,10,9.99,2008,2
206,16710,0,1135,10,1.99,2008,1
207,16720,0,2481,10,4.99,2009,1
208,16810,13,1934,10,19.99,2008,0
209,17080,0,2408,6,0.0,2012,2
210,17100,13,384,10,7.99,2008,2
211,17300,0,490,10,19.99,2007,2
212,17330,0,492,10,19.99,2008,1
213,17390,11,2028,10,19.99,2008,2
214,17410,0,1399,10,19.99,2009,2
215,17430,0,1467,10,9.99,2008,2
216,17440,11,2029,10,19.99,2008,2
217,17450,10,651,10,19.99,2009,2
218,17460,0,1339,10,19.99,2008,2
219,17470,0,551,10,19.99,2008,2
220,17480,13,425,10,19.99,2008,2
221,17570,0,1609,6,0.0,2010,2
222,17580,0,698,6,0.0,2005,2
223,17710,0,1500,6,9.99,2011,2
224,18000,1,1659,10,7.99,2008,2
225,18020,1,1660,10,7.99,2008,2
226,18040,0,564,10,14.99,2010,0
227,18120,0,2464,10,9.99,2012,2
228,18500,7,572,10,9.99,2008,2
229,18700,0,112,10,9.99,2009,0
230,18820,0,2626,10,4.99,2010,1
231,19000,1,1943,10,39.99,2008,1
232,19500,1,747,10,4.99,2008,1
233,19830,0,2359,10,9.99,2003,2
234,19900,0,801,10,9.99,2008,2
235,20500,0,1741,10,19.99,2009,2
236,20510,0,1846,10,9.99,2008,0
237,20530,0,1740,10,9.99,2001,2
238,20540,13,436,10,19.99,2009,1
239,20570,13,2530,10,19.99,2010,1
240,20900,0,2308,10,9.99,2008,0
241,20920,10,2306,10,19.99,2011,2
242,21000,0,1236,10,19.99,2008,2
243,21090,0,771,10,54.99,2005,2
244,21100,0,773,10,19.99,2011,0
245,21660,0,2090,10,19.99,2009,2
246,21690,0,1766,10,19.99,2009,2
247,21780,9,668,10,9.99,2007,2
248,22000,7,2572,10,9.99,2008,2
249,22100,7,1419,10,9.99,2008,2
250,22120,0,1599,10,9.99,2009,2
251,22180,0,1598,10,9.99,2007,2
252,22200,0,2622,10,9.99,2009,2
253,22230,0,1803,10,9.99,2011,0
254,22300,10,791,10,9.99,2008,0
255,22320,10,2213,10,14.99,2002,2
256,22330,10,2214,10,14.99,2007,2
257,22350,0,302,10,0.0,2011,1
258,22370,10,792,10,19.99,2009,2
259,22380,0,796,10,9.99,2010,0
260,22450,0,1092,8,4.99,2011,2
261,22600,13,2583,10,19.99,2010,1
262,22650,0,83,10,9.99,2010,0
263,23310,10,2249,10,9.99,2009,2
264,23450,11,959,6,9.99,2009,1
265,23490,11,2413,10,9.99,2009,2
266,23530,0,703,10,9.99,2011,0
267,24010,11,2394,10,24.99,2009,2
268,24240,0,1593,10,14.99,2011,1
269,24720,0,2030,10,19.99,2009,2
270,24740,9,317,10,19.99,2009,2
271,24780,11,1947,10,19.99,2003,2
272,24790,13,423,10,14.99,2007,1
273,24800,13,426,10,19.99,2009,1
274,24810,13,422,10,19.99,2009,2
275,24840,0,1355,10,9.99,2007,2
276,24870,9,1469,10,19.99,2009,2
277,24960,0,209,10,19.99,2010,2
278,24980,10,1340,10,19.99,2010,2
279,25000,0,1564,10,29.99,2017,2
280,25010,0,1296,10,9.99,2005,0
281,25500,7,474,10,2.99,2009,2
282,25700,7,1305,10,4.99,2009,1
283,25800,13,752,10,14.99,2007,2
284,25830,13,1209,10,9.99,2005,0
285,25890,13,1033,10,9.99,2009,1
286,25900,10,1200,10,6.99,2008,2
287,25910,13,2134,10,9.99,2008,2
288,25980,11,1320,10,9.99,2009,0
289,26500,7,418,10,9.99,2009,2
290,26800,4,293,10,14.99,2009,0
291,26900,4,469,10,19.99,2009,2
292,27020,7,2231,10,4.99,2008,1
293,27940,0,538,10,9.99,2011,0
294,28000,0,1180,10,9.99,2010,0
295,29180,7,1551,10,9.99,2009,2
296,29800,0,356,10,1.99,2009,2
297,31280,4,1637,10,4.99,2010,2
298,31290,1,186,10,19.99,2010,1
299,31860,1,1449,10,6.99,2007,1
300,31930,1,1450,10,6.99,2007,2
301,32200,0,1375,10,9.99,2009,2
302,32330,0,1240,10,19.99,2008,2
303,32340,1,1276,10,5.99,1990,2
304,32350,0,2056,10,5.99,2002,2
305,32370,1,2045,10,9.99,2003,2
306,32380,0,2053,10,5.99,1997,2
307,32390,0,2051,10,2.99,1998,1
308,32400,0,2044,10,5.99,1995,2
309,32420,0,2058,10,19.99,2009,0
310,32430,0,2046,10,19.99,2009,2
311,32440,1,1244,10,19.99,2009,2
312,32470,13,2048,10,19.99,2006,0
313,32500,0,2059,10,19.99,2010,0
314,32630,0,576,10,4.99,1999,1
315,32770,0,1170,10,19.99,2009,2
316,32800,0,1279,10,19.99,2011,0
317,33130,0,2636,10,4.99,2007,2
318,33210,11,528,10,9.99,2009,2
319,33230,0,150,10,19.99,2010,2
320,33460,1,887,10,14.99,2011,2
321,33520,11,2417,10,6.99,2009,0
322,33670,13,616,10,14.99,2010,2
323,33680,7,759,10,4.99,2010,2
324,33900,0,140,10,12.99,2009,2
325,33930,0,141,10,19.99,2010,2
326,33950,4,839,10,4.99,2007,0
327,33980,0,1655,10,9.99,2010,1
328,34010,0,93,10,14.99,2010,2
329,34030,13,1452,10,19.99,2010,2
330,34830,0,1975,10,7.99,2010,0
331,34870,0,1976,10,9.99,2013,2
332,34900,7,188,10,0.99,2009,2
333,35140,0,198,10,19.99,2010,2
334,35420,0,570,10,0.0,2009,2
335,35450,0,1743,6,19.99,2011,2
336,35460,0,2187,10,9.99,2010,0
337,35480,13,692,10,9.99,2011,2
338,35700,0,2411,10,14.99,2009,2
339,35720,0,2409,10,19.99,2013,2
340,36000,0,862,10,4.99,2009,2
341,37400,1,2337,10,4.99,2009,1
342,37600,1,2555,10,2.99,2009,2
343,38210,4,1822,10,1.99,2009,0
344,38400,10,795,10,9.99,1997,0
345,38410,10,790,10,9.99,1998,1
346,38420,13,794,10,9.99,2001,2
347,38460,0,1353,10,9.99,2000,2
348,38600,4,785,10,9.99,2010,1
349,38700,4,2352,10,4.99,2010,2
350,38720,4,1836,10,4.99,2010,2
351,38740,0,710,10,6.99,2011,0
352,39120,6,1782,6,0.0,2013,2
353,39140,10,825,10,11.99,2013,2
354,39150,10,826,10,11.99,2013,2
355,39160,0,684,10,14.99,2011,2
356,39190,10,682,10,6.99,2002,2
357,39200,10,683,10,6.99,2005,2
358,39210,8,828,10,19.99,2014,2
359,39670,0,378,10,4.99,2003,2
360,39680,11,2233,10,9.99,2010,0
361,39690,10,134,10,19.99,2010,1
362,39800,0,1457,10,1.99,2010,2
363,40100,13,2131,10,12.99,2010,0
364,40330,1,1884,10,9.99,2009,1
365,40380,9,1446,10,4.99,2010,1
366,40390,10,1789,10,9.99,2012,2
367,40400,7,72,10,9.99,2009,2
368,40700,1,1301,10,9.99,2009,2
369,40800,7,2119,10,14.99,2010,2
370,40930,1,2262,10,4.99,2010,2
371,40950,11,2103,10,5.99,2001,2
372,40970,11,2102,10,9.99,2002,2
373,41000,0,1900,10,14.99,2009,0
374,41050,0,1896,10,9.99,2001,2
375,41060,0,1897,10,9.99,2002,1
376,41100,0,1021,10,4.99,2009,2
377,41300,0,95,10,0.0,2009,2
378,41500,10,2371,10,14.99,2009,1
379,41600,0,704,10,19.99,1999,1
380,41700,0,1845,10,19.99,2010,2
381,41740,0,350,10,9.99,2011,2
382,41800,7,968,10,14.99,2009,2
383,42120,0,1226,6,9.99,2010,0
384,42170,0,1213,10,14.99,2012,1
385,42700,0,335,10,39.99,2010,2
386,42890,13,2146,10,9.99,2008,2
387,42910,0,1314,10,9.99,2011,1
388,42920,13,2248,10,9.99,2010,0
389,42960,13,2491,10,19.99,2010,0
390,42990,13,2145,6,19.99,2012,2
391,43000,0,889,10,9.99,2010,2
392,43500,11,1299,10,9.99,2010,0
393,44200,7,907,10,9.99,2010,0
394,44350,9,976,10,29.99,2013,2
395,45000,7,1983,10,9.99,2010,1
396,45100,4,1885,10,4.99,2010,2
397,45300,11,2557,10,9.99,2009,2
398,45400,7,867,10,0.99,2010,2
399,45700,0,602,10,19.99,2008,0
400,45710,0,518,10,9.99,2010,0
401,45730,0,519,10,4.99,2010,2
402,45740,0,548,10,19.99,2010,2
403,45760,0,2443,10,29.99,2014,2
404,45770,0,545,10,19.99,2011,0
405,46280,10,2061,10,3.99,2010,2
406,46350,13,1730,10,3.99,2010,2
407,46440,13,897,10,4.99,2010,1
408,46540,0,2401,10,4.99,2011,0
409,46770,7,1325,10,14.99,2010,2
410,47400,11,2100,10,29.99,2012,0
411,47410,6,2104,6,0.0,2012,2
412,47700,13,424,10,19.99,2010,2
413,47780,0,552,10,19.99,2011,2
414,47790,0,1356,10,19.99,2010,2
415,47800,13,1793,10,9.99,2011,2
416,47810,10,652,10,29.99,2010,0
417,47870,9,1468,10,19.99,2010,2
418,47890,11,2291,10,19.99,2009,2
419,47920,9,1923,10,19.99,2011,0
420,48000,1,1264,10,9.99,2011,2
421,48110,11,1944,10,9.99,2010,1
422,48190,0,155,10,19.99,2011,1
423,48700,0,1420,10,19.99,2010,2
424,48720,0,1421,10,9.99,2011,2
425,48800,11,1924,10,19.99,2010,2
426,48950,13,972,10,9.99,2010,0
427,49470,13,1311,10,19.99,2011,2
428,49520,0,285,10,19.99,2012,2
429,49600,0,219,10,9.99,2010,2
430,49800,0,854,10,4.99,2010,2
431,50130,0,1306,10,29.99,2011,2
432,50300,0,2013,10,29.99,2012,2
433,50510,0,316,10,9.99,2010,2
434,50620,0,524,10,19.99,2010,0
435,51100,0,2154,6,0.0,2013,2
436,55040,7,166,10,9.99,2011,2
437,55100,0,1072,10,19.99,2011,2
438,55110,0,1742,10,19.99,2011,2
439,55140,9,1433,10,19.99,2010,2
440,55150,0,2524,10,29.99,2011,2
441,55230,0,1857,10,9.99,2011,2
442,55370,0,1858,10,0.0,2011,2
443,57000,0,1504,10,2.99,2010,2
444,57300,0,102,10,19.99,2010,0
445,57600,13,2414,10,9.99,2010,2
446,57640,1,306,10,5.99,2010,2
447,57690,11,2415,10,14.99,2011,2
448,57740,10,1160,10,19.99,2012,0
449,57900,0,676,10,19.99,2011,2
450,58610,13,2519,10,9.99,2012,0
451,60800,10,1502,10,7.99,2010,2
452,61100,7,1292,10,4.99,2011,0
453,61310,7,873,10,6.99,2011,2
454,61600,7,2621,10,4.99,2010,2
455,61730,0,478,10,6.99,2012,2
456,62100,4,385,10,4.99,2010,2
457,63200,0,1406,10,4.99,2011,1
458,63380,0,1972,10,19.99,2012,2
459,63500,0,2148,10,9.99,2010,2
460,63610,1,1796,10,5.99,1997,2
461,63660,1,1442,10,5.99,2011,2
462,63700,0,245,10,9.99,2010,2
463,63710,0,249,10,9.99,2011,2
464,63800,1,577,10,4.99,2010,2
465,63940,13,1370,10,7.99,2011,0
466,64000,13,1368,10,9.99,2011,1
467,65300,0,690,10,9.99,2012,2
468,65560,0,1573,10,4.99,2011,0
469,65730,11,2156,10,19.99,2011,1
470,65740,0,353,10,32.99,2012,2
471,65780,0,145,10,9.99,2011,2
472,65790,0,144,10,4.99,2011,2
473,65800,0,677,10,14.99,2011,2
474,65930,0,2197,10,19.99,2013,2
475,65980,13,1938,10,39.99,2014,1
476,67370,0,2206,10,29.99,2012,2
477,70000,0,613,6,9.99,2011,1
478,70100,11,1002,10,4.99,2010,2
479,70300,0,2506,10,4.99,2010,2
480,70400,10,1738,10,19.99,2010,2
481,70600,13,2585,10,14.99,2011,0
482,70620,12,2582,10,9.99,2011,2
483,70640,13,2578,10,7.99,1995,0
484,70650,4,2580,10,7.99,2002,0
485,71000,0,763,10,19.99,2012,2
486,71230,0,470,10,7.99,2011,1
487,71340,0,1989,10,19.99,2011,2
488,72000,7,411,10,9.99,2012,2
489,72200,4,2458,10,0.0,2011,2
490,72900,1,2560,10,4.99,2010,2
491,73010,11,397,10,19.99,2011,2
492,73020,13,1321,10,19.99,2011,2
493,73170,13,521,10,9.99,2011,2
494,73220,13,2136,10,9.99,2011,2
495,78000,13,223,10,4.99,2010,0
496,80310,1,926,10,9.99,2011,2
497,91200,0,122,10,9.99,2011,0
498,91330,0,1149,10,14.99,2012,0
499,91600,0,1864,10,9.99,2011,1
500,91700,0,699,10,9.99,2011,2
501,91800,4,410,10,4.99,2011,2
502,91900,0,1650,10,9.99,2011,2
503,92000,0,1094,10,4.99,2011,2
504,92100,7,594,10,4.99,2011,2
505,92300,0,38,10,4.99,2011,1
506,92700,0,1903,10,9.99,2011,0
507,92800,7,2006,10,9.99,2011,1
508,93200,0,1773,10,9.99,2011,2
509,94000,7,612,10,3.99,2011,0
510,94200,0,1163,10,9.99,2011,2
511,94300,1,2212,10,3.99,2012,2
512,94400,0,1484,10,9.99,2014,2
513,94590,1,1692,10,9.99,2011,0
514,95300,0,346,10,9.99,2011,2
515,95400,0,1107,6,11.99,2014,2
516,96000,1,2299,10,4.99,2011,2
517,96100,0,575,10,1.99,2016,0
518,96200,0,2076,10,14.99,2011,1
519,96800,0,1482,10,9.99,2012,2
520,97000,7,1984,10,9.99,2011,2
521,97100,0,1889,10,9.99,2011,2
522,97330,13,1312,10,9.99,2012,2
523,98200,7,892,10,24.99,2011,2
524,98300,0,2386,10,9.99,2012,2
525,98400,0,1024,10,14.99,2012,2
526,98500,0,1461,10,2.99,2011,2
527,98600,0,582,10,5.99,2011,0
528,98800,4,688,10,4.99,2011,0
529,99100,0,687,10,14.99,2011,0
530,99300,0,1754,10,15.0,2011,2
531,99400,0,920,10,4.99,2011,0
532,99700,4,1486,10,9.99,2011,2
533,99900,0,2020,10,0.0,2011,2
534,99910,1,1693,10,0.0,2011,2
535,102500,0,1197,10,19.99,2012,2
536,102600,0,1542,10,9.99,2011,1
537,102700,0,39,6,0.0,2011,0
538,102840,0,1913,10,9.99,2012,1
539,102850,0,2535,10,9.99,2012,2
540,104000,7,1108,10,4.99,2011,2
541,104200,1,221,10,1.99,2011,0
542,104700,6,2120,6,0.0,2012,1
543,104900,0,1549,10,0.99,2013,2
544,105000,1,33,10,9.99,2012,0
545,105100,1,1297,10,5.99,2011,2
546,105300,4,477,10,1.99,2011,2
547,105420,0,1426,10,9.99,2013,2
548,105450,11,69,10,39.99,2009,1
549,105600,0,2176,10,9.99,2011,1
550,105800,0,1619,10,9.99,2012,1
551,107100,0,196,10,14.99,2011,2
